age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,purchased,id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
45,225,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,3750,4,1,6,1,0,0,0,3,4,1
43,286,1,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,1795,1,1,1,0,2,0,0,6,3,0
37,37,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,2147,0,1,5,1,2,0,0,7,4,1
54,464,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3875,9,1,6,0,2,0,1,6,4,1
35,200,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,1029,9,1,5,0,0,0,1,4,1,1
30,111,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,2470,7,2,3,0,0,0,0,6,1,1
32,75,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1519,1,2,2,0,2,0,0,7,2,1
31,125,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,709,3,2,3,0,2,0,0,3,4,1
45,173,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,891,6,0,6,0,2,2,1,4,1,1
55,113,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3856,9,1,5,0,0,0,1,6,1,1
37,320,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,1049,7,2,2,0,2,0,1,6,0,1
24,115,1,999,1,-2.9,92.469,-33.6,1.0290000000000001,5076.2,0,424,8,2,3,0,0,0,0,3,4,0
33,61,2,6,2,-3.4,92.431,-26.9,0.731,5017.5,0,1358,0,2,3,0,2,0,0,8,1,0
57,12,5,999,0,1.4,94.465,-41.8,4.959,5228.1,0,788,5,1,6,0,2,0,1,4,0,1
56,49,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,1197,9,1,7,0,0,0,1,4,0,1
23,136,3,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2382,1,2,5,0,2,0,0,6,0,0
31,138,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3018,0,2,6,0,2,0,0,1,4,1
60,571,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,2690,0,1,5,0,2,0,0,0,2,1
41,238,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,2832,1,1,2,0,2,0,0,7,1,1
32,361,2,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,2790,9,2,3,0,2,0,0,6,3,1
24,401,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,2350,7,2,3,0,0,0,1,6,1,1
49,565,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,2253,3,1,5,0,0,0,1,6,2,1
24,86,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,440,8,2,3,1,0,0,0,3,3,1
29,230,4,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,2753,0,2,3,0,0,0,0,6,4,1
58,79,2,999,0,-2.9,92.963,-40.8,1.252,5076.2,0,3381,5,1,0,0,2,0,0,4,3,1
50,23,14,999,0,1.4,93.444,-36.1,4.962,5228.1,0,606,0,1,2,0,0,0,0,1,2,1
42,154,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3897,9,1,5,0,2,0,0,3,0,1
28,368,1,999,0,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,0,1853,4,2,6,0,2,0,0,9,3,1
56,171,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,729,4,1,6,0,0,2,1,6,4,1
29,34,8,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,506,1,1,5,0,0,0,1,6,4,1
42,11,8,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1824,7,2,1,0,2,2,0,6,4,1
29,438,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,787,9,2,6,0,2,0,0,3,4,1
58,290,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,4100,0,0,3,0,0,0,0,1,3,1
31,181,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,560,4,1,6,0,2,0,0,1,4,1
34,468,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,782,9,2,5,0,0,0,0,1,1,1
41,679,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1088,7,1,3,1,2,0,1,6,1,1
28,94,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1096,0,2,6,0,0,2,0,3,0,1
51,64,1,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,0,220,5,1,2,1,0,0,0,3,0,1
53,260,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1412,9,1,5,0,0,0,1,6,0,1
32,77,2,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,1729,0,2,2,0,2,0,0,3,2,1
29,80,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2727,9,1,6,0,0,2,0,1,4,1
62,112,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,2161,5,2,6,0,2,2,0,6,1,1
33,109,1,999,0,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,1930,10,1,3,0,2,2,0,6,1,1
34,22,11,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,956,0,2,1,0,0,0,0,6,2,1
40,319,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,3736,9,1,2,0,0,0,1,7,4,1
28,81,4,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1347,7,1,3,0,1,1,0,3,2,1
23,104,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,876,9,2,3,0,0,0,0,6,2,1
54,193,1,3,1,-1.8,92.89299999999999,-46.2,1.27,5099.1,1,1514,10,1,2,0,0,0,0,6,4,2
56,139,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2422,5,1,5,0,0,0,0,1,3,1
27,509,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,1,626,7,2,3,1,0,0,0,3,3,1
32,87,5,999,0,-3.0,92.713,-33.0,0.715,5023.5,0,3982,8,1,3,0,2,0,1,2,4,1
55,303,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,2460,10,1,6,0,2,0,0,7,2,1
40,22,5,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1017,1,1,0,1,0,0,0,7,2,1
22,53,2,3,1,-2.9,92.20100000000001,-31.4,0.873,5076.2,0,3649,8,2,3,0,0,0,0,1,2,2
30,212,4,999,0,-1.7,94.055,-39.8,0.72,4991.6,1,1805,6,1,6,0,0,0,0,4,1,1
43,177,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,0,2736,4,1,7,1,0,0,0,0,2,1
32,84,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,2299,0,1,3,0,0,0,0,6,2,1
46,796,5,999,1,-0.1,93.2,-42.0,4.021,5195.8,1,1983,9,0,6,0,2,0,0,7,0,0
47,108,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,3884,0,2,6,0,0,0,0,3,3,1
27,51,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3560,1,1,0,0,2,0,1,6,1,1
48,750,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0,461,6,1,6,1,2,0,1,6,2,1
54,296,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,3714,5,0,6,0,0,0,0,7,0,1
31,140,3,999,0,1.4,93.444,-36.1,4.962,5228.1,0,2385,0,2,6,0,2,2,0,1,2,1
44,173,8,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,358,0,0,3,0,2,0,0,6,3,0
58,83,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2539,6,1,2,0,0,0,0,1,3,1
38,26,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1737,0,1,3,0,2,0,1,6,2,1
33,393,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,32,7,1,3,1,2,0,1,4,1,1
33,94,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,4014,0,1,6,1,2,2,0,1,0,1
28,253,1,999,0,1.4,94.465,-41.8,4.955,5228.1,0,2010,0,2,5,0,0,2,1,4,2,1
36,379,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,434,0,2,6,0,2,0,0,1,2,1
33,630,4,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,3898,7,1,5,0,2,2,0,3,2,1
34,281,1,999,2,-3.4,92.431,-26.9,0.73,5017.5,1,3446,0,1,6,0,0,0,0,8,0,0
29,302,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0,4088,0,1,6,0,2,0,1,6,2,1
36,166,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,3477,1,1,0,1,2,0,1,6,0,1
58,15,12,999,0,1.4,94.465,-41.8,4.959,5228.1,0,755,1,1,5,0,0,0,1,4,0,1
56,167,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,607,5,1,3,0,2,0,1,6,1,1
34,85,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,638,0,1,6,0,2,2,0,7,0,1
35,146,2,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,831,9,2,5,0,1,1,0,6,1,1
30,256,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,34,1,2,0,1,2,0,1,4,3,1
40,92,6,999,0,1.4,94.465,-41.8,4.96,5228.1,0,3586,9,1,5,0,0,0,1,4,1,1
30,151,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0,274,7,1,3,0,0,0,1,4,1,1
52,211,1,999,1,-3.4,92.37899999999999,-29.8,0.797,5017.5,1,2367,9,1,5,0,2,2,0,9,1,0
32,485,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,2998,9,2,6,0,0,0,0,7,2,0
47,239,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,1693,9,1,7,1,2,0,0,3,4,1
49,77,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,2465,9,1,5,0,0,0,1,4,2,1
58,528,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,4118,0,1,3,0,0,0,0,1,0,1
59,119,4,999,0,-2.9,92.20100000000001,-31.4,0.879,5076.2,0,2714,9,1,6,0,0,0,0,1,4,1
32,131,3,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,2225,7,2,1,0,1,1,1,4,2,1
37,68,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,996,2,1,3,1,0,0,0,7,2,0
30,629,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,1868,7,1,3,1,0,0,1,6,4,1
49,43,3,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,2659,0,1,0,0,2,0,0,6,4,1
36,263,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3828,0,0,3,0,0,2,0,1,0,1
42,123,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,3149,4,1,6,0,2,2,1,6,0,1
36,386,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1623,2,1,6,0,0,0,1,6,4,1
31,367,2,999,1,-3.0,92.713,-33.0,0.7090000000000001,5023.5,1,2001,0,1,5,0,0,2,0,2,1,0
54,130,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,3161,9,1,5,1,2,0,0,0,1,1
40,231,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,3848,1,1,2,0,0,0,1,4,0,1
35,105,1,4,3,-3.0,92.713,-33.0,0.7070000000000001,5023.5,0,773,1,1,2,0,2,0,0,2,2,2
41,186,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1885,9,2,6,0,0,0,0,3,2,1
52,81,2,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1969,0,1,3,0,2,2,0,6,0,0
42,148,9,999,0,1.1,93.994,-36.4,4.859,5191.0,0,688,1,1,2,1,0,0,1,6,0,1
54,193,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4022,9,1,3,1,2,2,1,3,2,1
54,152,4,999,0,1.4,94.465,-41.8,4.961,5228.1,0,3727,3,1,5,0,2,0,1,4,1,1
59,204,2,999,0,1.4,93.444,-36.1,4.968,5228.1,0,804,5,1,3,0,1,1,1,1,2,1
35,161,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,2879,9,2,5,0,0,0,0,7,4,1
50,206,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,878,0,1,6,0,0,0,0,7,0,1
50,90,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,2722,7,1,3,0,2,0,0,7,3,1
39,346,4,999,0,1.1,93.994,-36.4,4.855,5191.0,0,2,7,2,3,0,0,0,1,6,0,1
36,334,3,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,522,0,1,6,0,2,0,0,6,0,1
32,412,1,999,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,1,1594,0,2,6,0,2,0,0,6,4,1
60,259,1,999,0,1.4,93.444,-36.1,4.962,5228.1,0,1828,0,1,2,0,2,0,0,1,2,1
32,66,3,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,3772,6,2,6,0,2,0,0,6,1,0
35,16,6,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,3925,9,1,5,0,2,0,0,6,2,0
45,113,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,3670,3,2,2,0,2,0,1,4,1,1
47,74,6,999,2,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,785,1,1,2,0,2,2,0,6,4,0
39,106,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0,3302,0,0,5,0,2,2,1,4,2,1
41,293,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,314,0,0,3,0,0,0,1,6,3,1
42,81,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1560,0,1,6,0,0,2,0,1,0,1
40,171,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,148,9,1,2,1,0,2,1,6,2,1
40,130,1,7,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1,610,9,2,6,0,0,0,0,7,1,0
34,206,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2280,7,1,3,0,2,0,0,3,1,1
32,17,9,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,2816,0,1,3,1,2,0,1,6,0,1
41,172,1,999,0,1.4,93.444,-36.1,4.962,5228.1,0,2994,4,1,6,1,2,0,0,1,2,1
24,582,2,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,1926,9,2,5,0,0,0,0,6,0,1
41,197,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,2596,1,1,0,1,0,0,0,0,1,1
57,47,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3596,1,0,0,1,2,0,1,6,3,1
48,284,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1762,1,1,2,0,0,0,1,6,3,1
48,112,1,4,1,-0.1,93.2,-42.0,4.191,5195.8,0,3387,4,1,6,0,2,0,0,7,1,2
32,131,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,2142,9,1,6,0,0,2,0,1,2,1
33,139,2,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1691,1,1,1,1,0,0,0,6,4,1
47,1014,3,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,2030,0,1,6,0,0,0,0,7,3,1
27,189,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,2695,3,1,3,0,2,0,0,3,0,1
29,83,4,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,3849,4,1,6,0,0,0,0,7,0,1
39,1176,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1918,0,1,1,1,0,0,0,3,4,1
31,155,2,4,1,-2.9,92.20100000000001,-31.4,0.884,5076.2,1,3152,0,1,3,0,0,2,0,1,1,2
58,198,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2119,1,1,0,1,2,0,0,3,0,1
28,187,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1928,0,2,6,0,2,0,0,6,3,1
42,456,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,366,1,1,0,0,0,0,1,6,4,1
39,121,17,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,1458,0,0,3,0,0,0,0,3,3,1
30,231,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,2213,1,1,2,0,2,2,0,6,1,1
41,280,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0,233,10,1,7,0,0,0,1,4,0,1
25,81,1,999,1,-2.9,92.20100000000001,-31.4,0.825,5076.2,0,862,8,2,7,1,2,0,0,1,0,0
40,170,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0,2449,4,1,7,0,2,0,1,4,0,1
30,53,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,4115,0,1,1,0,2,2,0,3,2,1
24,10,5,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1467,7,1,3,0,0,0,0,6,2,1
42,799,6,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1997,0,1,6,0,0,0,0,3,4,1
37,1012,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,4038,2,1,6,1,2,0,0,7,1,1
32,204,3,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,1249,1,2,3,0,0,2,0,6,4,1
31,201,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,1187,6,1,6,0,0,0,0,1,3,1
31,715,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,2011,1,1,2,0,0,0,0,3,4,1
46,128,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,3374,9,2,5,0,0,0,0,1,2,1
31,102,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,1243,0,1,6,0,2,0,1,6,2,1
37,261,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1,2046,0,2,6,0,2,0,0,0,2,1
30,514,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0,2478,0,1,6,0,0,0,0,1,1,1
51,310,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3066,6,1,6,0,2,2,0,7,2,1
43,307,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,217,4,1,6,1,2,2,0,0,0,1
37,386,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,3735,0,1,6,0,2,0,0,7,1,1
54,439,3,999,0,1.4,93.444,-36.1,4.966,5228.1,0,378,1,1,2,1,2,0,0,1,3,1
45,738,3,6,1,-1.1,94.601,-49.5,1.0290000000000001,4963.6,1,166,0,1,3,0,2,0,0,8,0,2
51,17,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,183,9,1,7,0,2,0,1,4,0,1
54,192,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,1336,7,1,7,0,0,0,1,6,3,1
39,151,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3995,7,0,3,0,0,0,0,3,2,1
30,5,1,999,0,-1.1,94.601,-49.5,0.953,4963.6,0,1897,6,2,2,0,0,2,1,8,1,1
58,159,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0,3788,5,1,0,0,2,0,1,4,3,1
56,276,1,999,0,-3.4,92.37899999999999,-29.8,0.778,5017.5,0,2700,0,1,3,0,0,0,0,9,2,1
27,266,2,999,1,-1.7,94.055,-39.8,0.748,4991.6,1,2951,0,2,6,0,2,0,0,4,0,0
53,75,3,999,0,-1.8,93.075,-47.1,1.3719999999999999,5099.1,0,1687,0,2,3,0,2,2,1,0,4,1
39,281,2,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,2467,1,1,2,0,0,0,1,7,2,0
36,320,1,999,2,-3.4,92.649,-30.1,0.715,5017.5,0,3757,1,1,2,0,2,0,0,7,3,0
33,285,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,1,565,9,1,5,0,0,0,0,0,2,1
48,288,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,310,0,1,6,0,2,0,0,7,4,1
34,308,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,3383,7,2,2,0,0,0,0,6,4,1
33,290,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0,3479,9,2,5,0,2,0,0,1,4,1
50,146,1,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,701,1,1,0,0,2,0,0,6,4,0
24,115,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,3379,1,2,1,0,0,0,1,3,4,1
35,618,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,601,8,2,6,1,0,0,1,4,2,1
60,73,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,266,7,1,3,1,0,0,0,1,3,1
52,268,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3533,3,1,1,0,2,0,0,1,0,1
35,145,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1111,5,2,2,1,2,2,1,6,1,1
46,222,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3444,7,0,2,0,1,1,0,6,4,1
53,126,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1298,10,1,6,0,1,1,0,7,1,1
32,132,1,999,0,-0.1,93.2,-42.0,4.592,5195.8,0,47,0,1,6,0,0,0,1,7,2,1
30,434,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1536,0,1,3,0,2,0,1,6,1,1
46,124,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1322,9,1,6,0,0,0,0,3,2,1
27,131,1,999,0,-1.8,93.075,-47.1,1.445,5099.1,0,3326,9,2,2,0,2,0,0,0,4,1
30,592,3,999,1,-1.7,94.027,-38.3,0.899,4991.6,1,2306,8,2,3,0,0,0,0,1,3,0
27,401,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,2131,0,2,6,0,2,0,0,0,0,0
36,170,4,999,0,1.1,93.994,-36.4,4.864,5191.0,0,684,4,1,6,0,2,0,1,6,0,1
36,616,2,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1667,10,1,6,0,0,0,0,3,2,1
35,66,1,13,2,-1.7,94.055,-39.8,0.7390000000000001,4991.6,0,3503,9,0,5,0,0,0,0,4,4,0
41,324,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,1,690,2,1,6,0,2,0,0,1,2,1
26,200,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2497,1,2,2,0,2,0,0,3,1,1
36,243,1,999,1,-2.9,92.469,-33.6,1.0290000000000001,5076.2,0,750,9,2,3,0,2,0,0,3,4,0
31,111,2,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,3515,10,1,3,2,0,0,0,7,3,0
45,270,3,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,2466,0,0,2,1,0,0,0,6,2,1
33,1019,11,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,1,1751,1,1,2,0,2,0,0,3,4,1
58,173,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,432,1,1,0,1,2,2,0,6,4,1
35,400,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1014,4,1,6,0,2,0,0,7,4,1
48,154,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,312,0,1,6,0,2,2,0,3,0,1
30,246,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,153,0,1,3,1,2,0,0,7,4,1
38,113,1,999,1,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,0,31,9,1,6,0,2,2,0,5,3,0
37,95,3,999,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,0,1836,2,0,6,0,0,2,0,6,2,1
51,657,1,999,0,-2.9,92.963,-40.8,1.268,5076.2,1,3481,9,2,6,0,0,0,0,4,0,1
38,258,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,2595,1,1,1,1,2,0,1,4,3,1
40,49,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,3458,7,1,1,1,0,0,1,4,1,1
40,179,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0,2993,9,1,5,0,0,0,1,4,0,1
33,69,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0,3858,7,1,3,0,2,2,0,7,4,0
34,134,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,3202,0,1,6,1,0,0,1,6,2,1
50,507,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2649,7,1,0,1,2,0,1,6,4,1
59,22,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,3338,5,1,0,0,0,2,1,3,2,1
41,491,1,999,2,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3511,1,1,2,0,0,0,0,6,0,0
35,19,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,775,1,1,2,1,2,0,1,3,2,1
50,36,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,3237,1,1,2,1,2,0,0,1,1,1
45,88,5,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,3238,9,1,3,0,2,0,0,3,3,1
36,54,4,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,2421,9,2,5,0,0,0,0,3,2,1
47,30,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,4069,1,0,2,1,2,0,1,6,4,1
35,171,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,2746,9,1,3,0,1,1,0,1,0,1
35,347,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1474,9,2,5,0,2,2,0,1,2,1
52,112,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0,1878,3,1,1,0,2,0,0,1,3,1
28,111,1,999,1,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,753,8,2,7,0,2,0,0,1,2,0
36,331,1,6,4,-1.1,94.199,-37.5,0.8759999999999999,4963.6,1,1299,4,1,6,0,1,1,0,9,4,0
32,123,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,2060,1,1,2,0,2,0,1,4,0,1
37,56,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,1877,3,1,0,0,0,0,0,3,3,1
54,255,3,999,0,1.4,94.465,-41.8,4.962,5228.1,0,1043,4,1,1,0,0,0,1,4,4,1
38,76,17,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1649,4,2,6,0,0,0,0,3,4,1
32,78,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,1730,1,1,2,0,0,0,1,4,1,1
48,67,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2424,1,1,2,0,2,0,1,1,0,1
28,22,5,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,896,2,1,2,1,0,0,0,6,0,1
31,49,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,147,7,1,3,0,0,2,0,7,2,1
39,215,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3525,3,1,0,0,2,2,0,1,0,1
31,439,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1701,1,1,1,0,0,0,1,6,4,1
57,81,1,999,1,-1.8,93.075,-47.1,1.365,5099.1,0,1698,5,1,6,0,0,0,0,0,2,0
34,95,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,599,9,1,2,0,2,0,0,6,1,1
